img_path,label
drone_far\0_3.8819195554586794m_mixed_53-bebop_002_.png,drone_far
drone_far\0_3.883969633071592m_Membo_1_002-membo_004_.png,drone_far
drone_far\0_3.913909695489062m_mixed_membo_58-membo_000_.png,drone_far
drone_far\0_3.9141828939983516m_mixed_15-bebop_001_.png,drone_far
drone_far\0_3.926918368436275m_mixed_membo_32-membo_001_.png,drone_far
drone_far\0_3.929745663739949m_mixed_42-bebop_003_.png,drone_far
drone_far\0_3.9357236577380315m_mixed_3-bebop_003_.png,drone_far
drone_far\0_3.940583385419618m_mixed_membo_48-membo_000_.png,drone_far
drone_far\0_3.9468414250530164m_Membo_0_008-membo_002_.png,drone_far
drone_far\0_3.9646869148297337m_B_S2_D1_104-bebop_003_.png,drone_far
drone_far\0_3.9690562954752795m_mixed_3-bebop_000_.png,drone_far
drone_far\0_3.981594415284004m_B_S2_D1_112-bebop_004_.png,drone_far
drone_far\0_3.9977387320912565m_Membo_1_000-membo_002_.png,drone_far
drone_far\0_4.005559503743125m_Membo_0_005-membo_000_.png,drone_far
drone_far\0_4.015866597417179m_mixed_membo_47-membo_000_.png,drone_far
drone_far\0_4.018962806160918m_mixed_membo_44-membo_000_.png,drone_far
drone_far\0_4.025275758257848m_mixed_membo_49-membo_003_.png,drone_far
drone_far\0_4.02544116354919m_mixed_5-bebop_000_.png,drone_far
drone_far\0_4.029783278095084m_mixed_15-bebop_002_.png,drone_far
drone_far\0_4.0319322621541165m_mixed_53-bebop_001_.png,drone_far
drone_far\0_4.058785565224055m_mixed_membo_34-membo_003_.png,drone_far
drone_far\0_4.061459999888013m_mixed_28-bebop_002_.png,drone_far
drone_far\0_4.083053614642015m_extra_membo_D2_2029.png,drone_far
drone_far\0_4.08332348030788m_mixed_36-bebop_003_.png,drone_far
drone_far\0_4.087127493283926m_Membo_2_010-membo_001_.png,drone_far
drone_far\0_4.112105137888421m_Membo_1_044-membo_003_.png,drone_far
drone_far\0_4.112805278955825m_B_S2_D1_069-bebop_004_.png,drone_far
drone_far\0_4.12274537002708m_mixed_48-bebop_003_.png,drone_far
drone_far\0_4.150146399457491m_mixed_membo_22-membo_002_.png,drone_far
drone_far\0_4.152667181783589m_mixed_membo_15-membo_002_.png,drone_far
drone_far\0_4.1559099171327105m_extra_membo_D2_2039.png,drone_far
drone_far\0_4.163527834888313m_mixed_4-bebop_000_.png,drone_far
drone_far\0_4.1663272303097845m_mixed_membo_51-membo_001_.png,drone_far
drone_far\0_4.168906744632764m_mixed_49-bebop_003_.png,drone_far
drone_far\0_4.175173155924931m_mixed_17-bebop_002_.png,drone_far
drone_far\0_4.182312775683497m_Membo_2_015-membo_000_.png,drone_far
drone_far\0_4.188887752680581m_mixed_4-bebop_001_.png,drone_far
drone_far\0_4.189360901374679m_Membo_2_028-membo_000_.png,drone_far
drone_far\0_4.200052841685332m_mixed_64-bebop_003_.png,drone_far
drone_far\0_4.20497547756828m_mixed_35-bebop_001_.png,drone_far
drone_far\0_4.207859020470963m_B_S2_D1_109-bebop_000_.png,drone_far
drone_far\0_4.208264028812903m_B_S2_D1_084-bebop_002_.png,drone_far
drone_far\0_4.208360374037995m_Membo_1_046-membo_001_.png,drone_far
drone_far\0_4.2251699134172735m_mixed_53-bebop_003_.png,drone_far
drone_far\0_4.229207916100276m_Membo_1_000-membo_004_.png,drone_far
drone_far\0_4.237125254448321m_B_S2_D1_125-bebop_004_.png,drone_far
drone_far\0_4.247601064107145m_mixed_31-bebop_002_.png,drone_far
drone_far\0_4.250188559401927m_extra_membo_D2_2002.png,drone_far
drone_far\0_4.268907055067638m_mixed_membo_65-membo_003_.png,drone_far
drone_far\0_4.271295173063294m_extra_membo_D2_2038.png,drone_far
drone_far\0_4.272370981833557m_mixed_55-bebop_004_.png,drone_far
drone_far\0_4.2749074756145955m_mixed_membo_35-membo_003_.png,drone_far
drone_far\0_4.2767206116562635m_mixed_38-bebop_000_.png,drone_far
drone_far\0_4.2768644344727935m_B_S2_D1_127-bebop_004_.png,drone_far
drone_far\0_4.286986442666429m_mixed_membo_58-membo_001_.png,drone_far
drone_far\0_4.288710221281619m_Membo_1_047-membo_003_.png,drone_far
drone_far\0_4.299910597068936m_mixed_41-bebop_001_.png,drone_far
drone_far\0_4.305250424694847m_mixed_membo_46-membo_000_.png,drone_far
drone_far\0_4.305420272226048m_mixed_membo_24-membo_001_.png,drone_far
drone_far\0_4.310334244403901m_mixed_4-bebop_002_.png,drone_far
drone_far\0_4.32628433713934m_mixed_membo_31-membo_004_.png,drone_far
drone_far\0_4.329752213524185m_Membo_0_041-membo_000_.png,drone_far
drone_far\0_4.33043301789608m_mixed_5-bebop_001_.png,drone_far
drone_far\0_4.346865784068279m_mixed_membo_3-membo_002_.png,drone_far
drone_far\0_4.355658273427704m_mixed_membo_62-membo_002_.png,drone_far
drone_far\0_4.361032892421674m_mixed_membo_15-membo_003_.png,drone_far
drone_far\0_4.366918515068116m_mixed_membo_63-membo_002_.png,drone_far
drone_far\0_4.374524183389561m_mixed_66-bebop_003_.png,drone_far
drone_far\0_4.3752003512707995m_mixed_60-bebop_001_.png,drone_far
drone_far\0_4.392599553770318m_B_S2_D1_072-bebop_002_.png,drone_far
drone_far\0_4.3983711635309195m_B_S2_D1_123-bebop_000_.png,drone_far
drone_far\0_4.402807621831759m_Membo_1_000-membo_003_.png,drone_far
drone_far\0_4.40469226979546m_mixed_membo_56-membo_000_.png,drone_far
drone_far\0_4.407192908998885m_mixed_membo_4-membo_000_.png,drone_far
drone_far\0_4.4080418751728m_Membo_0_006-membo_004_.png,drone_far
drone_far\0_4.416451643181m_mixed_membo_13-membo_001_.png,drone_far
drone_far\0_4.4233270784006775m_mixed_20-bebop_004_.png,drone_far
drone_far\0_4.426363945071346m_Membo_2_015-membo_003_.png,drone_far
drone_far\0_4.432911780275017m_mixed_28-bebop_003_.png,drone_far
drone_far\0_4.461091337890666m_mixed_membo_56-membo_002_.png,drone_far
drone_far\0_4.461152950782241m_Membo_0_038-membo_003_.png,drone_far
drone_far\0_4.483483504595246m_Membo_0_011-membo_000_.png,drone_far
drone_far\0_4.491043519003142m_mixed_27-bebop_004_.png,drone_far
drone_far\0_4.509313657128973m_mixed_43-bebop_004_.png,drone_far
drone_far\0_4.510852121113816m_mixed_60-bebop_002_.png,drone_far
drone_far\0_4.516385816976527m_mixed_membo_27-membo_004_.png,drone_far
drone_far\0_4.5165478737370535m_Membo_1_044-membo_004_.png,drone_far
drone_far\0_4.519935190482343m_mixed_57-bebop_002_.png,drone_far
drone_far\0_4.525982775803085m_mixed_39-bebop_004_.png,drone_far
drone_far\0_4.534208638106164m_Membo_0_041-membo_003_.png,drone_far
drone_far\0_4.5499447719895505m_mixed_36-bebop_004_.png,drone_far
drone_far\0_4.55765088041151m_mixed_membo_28-membo_002_.png,drone_far
drone_far\0_4.55987317052802m_mixed_36-bebop_001_.png,drone_far
drone_far\0_4.576667867154038m_mixed_1-bebop_003_.png,drone_far
drone_far\0_4.581249206457416m_B_S2_D1_091-bebop_001_.png,drone_far
drone_far\0_4.605337490757469m_mixed_2-bebop_004_.png,drone_far
drone_far\0_4.6071156058059834m_mixed_27-bebop_002_.png,drone_far
drone_far\0_4.614556573234463m_mixed_47-bebop_000_.png,drone_far
drone_far\0_4.643973959859824m_B_S2_D1_079-bebop_002_.png,drone_far
drone_far\0_4.6444023762293885m_B_S2_D1_095-bebop_003_.png,drone_far
drone_far\0_4.662508901284912m_Membo_0_012-membo_000_.png,drone_far
drone_far\0_4.671922434758415m_B_S2_D1_077-bebop_004_.png,drone_far
drone_far\0_4.67546729934563m_Membo_0_037-membo_003_.png,drone_far
drone_far\0_4.675840098341723m_mixed_membo_55-membo_001_.png,drone_far
drone_far\0_4.67643208922104m_mixed_39-bebop_003_.png,drone_far
drone_far\0_4.746966373406117m_B_S2_D1_127-bebop_000_.png,drone_far
drone_far\0_4.748943027796841m_B_S2_D1_088-bebop_004_.png,drone_far
drone_far\0_4.760407153011913m_Membo_2_017-membo_002_.png,drone_far
drone_far\0_4.763119412211395m_mixed_membo_22-membo_003_.png,drone_far
drone_far\0_4.772719223465481m_B_S2_D1_113-bebop_003_.png,drone_far
drone_far\0_4.780455779108256m_mixed_10-bebop_002_.png,drone_far
drone_far\0_4.782320817191905m_mixed_32-bebop_004_.png,drone_far
drone_far\0_4.788934976048299m_mixed_29-bebop_001_.png,drone_far
drone_far\0_4.806136285707648m_mixed_membo_50-membo_003_.png,drone_far
drone_far\0_4.8246603560649355m_B_S2_D1_124-bebop_003_.png,drone_far
drone_far\0_4.826719756439528m_mixed_membo_41-membo_003_.png,drone_far
drone_far\0_4.8301290165331405m_mixed_31-bebop_004_.png,drone_far
drone_far\0_4.830816083638821m_Membo_0_008-membo_000_.png,drone_far
drone_far\0_4.844009490528917m_Membo_1_000-membo_001_.png,drone_far
drone_far\0_4.849004919376393m_mixed_membo_35-membo_004_.png,drone_far
drone_far\0_4.849103961599493m_mixed_membo_15-membo_004_.png,drone_far
drone_far\0_4.863665656414961m_Membo_2_016-membo_003_.png,drone_far
drone_far\0_4.867713129578645m_Membo_0_041-membo_002_.png,drone_far
drone_far\0_4.877575827472108m_mixed_44-bebop_000_.png,drone_far
drone_far\0_4.901841276255791m_mixed_membo_11-membo_002_.png,drone_far
drone_far\0_4.909084447320426m_mixed_13-bebop_004_.png,drone_far
drone_far\0_4.910533029683745m_mixed_30-bebop_002_.png,drone_far
drone_far\0_4.916773303764091m_Membo_2_027-membo_000_.png,drone_far
drone_far\0_4.926735233768927m_mixed_membo_40-membo_001_.png,drone_far
drone_far\0_4.930342304577643m_mixed_14-bebop_001_.png,drone_far
drone_far\0_4.930359492028529m_B_S2_D1_082-bebop_002_.png,drone_far
drone_far\0_4.93161860767734m_mixed_membo_12-membo_004_.png,drone_far
drone_far\0_4.941216274920381m_Membo_1_034-membo_001_.png,drone_far
drone_far\0_4.949425797550072m_mixed_membo_62-membo_001_.png,drone_far
drone_far\0_4.953615307639949m_mixed_membo_20-membo_003_.png,drone_far
drone_far\0_4.9588707938912275m_B_S2_D1_112-bebop_002_.png,drone_far
drone_far\0_4.959054092475956m_B_S2_D1_074-bebop_000_.png,drone_far
drone_far\0_4.960262432254998m_B_S2_D1_123-bebop_001_.png,drone_far
drone_far\0_4.9628902042245775m_Membo_2_011-membo_002_.png,drone_far
drone_far\0_4.968641251989987m_mixed_membo_6-membo_000_.png,drone_far
drone_far\0_4.98718241430635m_mixed_14-bebop_000_.png,drone_far
drone_far\0_4.99434879844801m_mixed_membo_7-membo_002_.png,drone_far
drone_far\0_4.998974957434557m_Membo_1_001-membo_002_.png,drone_far
drone_far\0_5.001291929570695m_mixed_13-bebop_002_.png,drone_far
drone_far\0_5.003007521656694m_mixed_membo_59-membo_003_.png,drone_far
drone_far\0_5.018092125991848m_mixed_membo_1-membo_003_.png,drone_far
drone_far\0_5.018615433920304m_mixed_2-bebop_003_.png,drone_far
drone_far\0_5.031396697729001m_mixed_19-bebop_002_.png,drone_far
drone_far\0_5.033925135468546m_Membo_1_034-membo_004_.png,drone_far
drone_far\0_5.040486395268524m_mixed_15-bebop_004_.png,drone_far
drone_far\0_5.043763969882557m_B_S2_D1_100-bebop_002_.png,drone_far
drone_far\0_5.066386070349285m_B_S2_D1_070-bebop_001_.png,drone_far
drone_far\0_5.076718557484945m_Membo_1_001-membo_000_.png,drone_far
drone_far\0_5.080543514044473m_mixed_membo_29-membo_001_.png,drone_far
drone_far\0_5.082667204958718m_Membo_0_007-membo_004_.png,drone_far
drone_far\0_5.091869699669322m_B_S2_D1_071-bebop_002_.png,drone_far
drone_far\0_5.092988945739181m_extra_membo_D2_2019.png,drone_far
drone_far\0_5.105095043827769m_mixed_membo_30-membo_003_.png,drone_far
drone_far\0_5.106110021925626m_B_S2_D1_125-bebop_000_.png,drone_far
drone_far\0_5.113616275903989m_B_S2_D1_092-bebop_002_.png,drone_far
drone_far\0_5.116419797070417m_mixed_membo_59-membo_000_.png,drone_far
drone_far\0_5.118199604660497m_extra_membo_D2_2036.png,drone_far
drone_far\0_5.1250699215740365m_mixed_26-bebop_004_.png,drone_far
drone_far\0_5.140407760946849m_mixed_membo_26-membo_000_.png,drone_far
drone_far\0_5.153847507617595m_B_S2_D1_111-bebop_002_.png,drone_far
drone_far\0_5.16173240062178m_Membo_2_027-membo_002_.png,drone_far
drone_far\0_5.163936383136097m_mixed_membo_38-membo_001_.png,drone_far
drone_far\0_5.1710748814485825m_B_S2_D1_131-bebop_004_.png,drone_far
drone_far\0_5.177951384994789m_mixed_54-bebop_004_.png,drone_far
drone_far\0_5.179733392622367m_Membo_2_010-membo_004_.png,drone_far
drone_far\0_5.187470820563611m_mixed_11-bebop_002_.png,drone_far
drone_far\0_5.2019253203971045m_mixed_63-bebop_003_.png,drone_far
drone_far\0_5.202402868308073m_mixed_32-bebop_000_.png,drone_far
drone_far\0_5.2046370259080055m_Membo_1_034-membo_002_.png,drone_far
drone_far\0_5.2089916913871965m_B_S2_D1_100-bebop_004_.png,drone_far
drone_far\0_5.224772585071524m_mixed_membo_64-membo_004_.png,drone_far
drone_far\0_5.22757192558245m_mixed_15-bebop_000_.png,drone_far
drone_far\0_5.234954100236655m_mixed_12-bebop_004_.png,drone_far
drone_far\0_5.237961325056394m_mixed_membo_2-membo_001_.png,drone_far
drone_far\0_5.242285349470323m_mixed_membo_29-membo_004_.png,drone_far
drone_far\0_5.247709529470255m_B_S2_D1_078-bebop_002_.png,drone_far
drone_far\0_5.260004116459801m_mixed_5-bebop_002_.png,drone_far
drone_far\0_5.267520263000424m_mixed_membo_9-membo_000_.png,drone_far
drone_far\0_5.277122087278512m_mixed_membo_10-membo_003_.png,drone_far
drone_far\0_5.290895481026152m_mixed_7-bebop_003_.png,drone_far
drone_far\0_5.315024109633414m_mixed_52-bebop_002_.png,drone_far
drone_far\0_5.319905997074792m_mixed_55-bebop_003_.png,drone_far
drone_far\0_5.339010856373966m_B_S2_D1_129-bebop_000_.png,drone_far
drone_far\0_5.345888647967499m_mixed_membo_33-membo_000_.png,drone_far
drone_far\0_5.346131316519239m_B_S2_D1_084-bebop_004_.png,drone_far
drone_far\0_5.347178343164123m_mixed_23-bebop_000_.png,drone_far
drone_far\0_5.368249886590324m_Membo_1_030-membo_004_.png,drone_far
drone_far\0_5.375351085295789m_B_S2_D1_100-bebop_000_.png,drone_far
drone_far\0_5.381550337484814m_Membo_0_010-membo_002_.png,drone_far
drone_far\0_5.39197498792593m_B_S2_D1_096-bebop_004_.png,drone_far
drone_far\0_5.392954175884398m_Membo_0_037-membo_002_.png,drone_far
drone_far\0_5.398274575912056m_mixed_membo_22-membo_004_.png,drone_far
drone_far\0_5.4067987065961365m_B_S2_D1_067-bebop_004_.png,drone_far
drone_far\0_5.413949441748169m_mixed_membo_40-membo_000_.png,drone_far
drone_far\0_5.424282295914128m_mixed_membo_38-membo_003_.png,drone_far
drone_far\0_5.426203435128273m_Membo_0_034-membo_002_.png,drone_far
drone_far\0_5.427660481266611m_mixed_53-bebop_004_.png,drone_far
drone_far\0_5.427938951039288m_Membo_1_047-membo_002_.png,drone_far
drone_far\0_5.43011826542447m_mixed_membo_31-membo_002_.png,drone_far
drone_far\0_5.436790657868799m_B_S2_D1_116-bebop_002_.png,drone_far
drone_far\0_5.4376509601714025m_B_S2_D1_109-bebop_003_.png,drone_far
drone_far\0_5.452556079794357m_Membo_0_017-membo_004_.png,drone_far
drone_far\0_5.4554600953347325m_B_S2_D1_072-bebop_003_.png,drone_far
drone_far\0_5.455970062309776m_mixed_membo_65-membo_004_.png,drone_far
drone_far\0_5.4644583521030725m_Membo_1_031-membo_003_.png,drone_far
drone_far\0_5.4957111467466975m_extra_membo_D2_2047.png,drone_far
drone_far\0_5.504409697379925m_B_S2_D1_110-bebop_001_.png,drone_far
drone_far\0_5.505746543704688m_B_S2_D1_126-bebop_002_.png,drone_far
drone_far\0_5.507209421739405m_Membo_2_016-membo_004_.png,drone_far
drone_far\0_5.508321260352392m_mixed_15-bebop_003_.png,drone_far
drone_far\0_5.51572078801985m_Membo_1_041-membo_003_.png,drone_far
drone_far\0_5.51610699156429m_mixed_membo_52-membo_004_.png,drone_far
drone_far\0_5.532069916424828m_B_S2_D1_075-bebop_001_.png,drone_far
drone_far\0_5.532095542768076m_Membo_1_046-membo_003_.png,drone_far
drone_far\0_5.5477995517620124m_B_S2_D1_089-bebop_004_.png,drone_far
drone_far\0_5.559402155672577m_mixed_membo_11-membo_000_.png,drone_far
drone_far\0_5.565503888857222m_B_S2_D1_109-bebop_001_.png,drone_far
drone_far\0_5.56753441460306m_mixed_26-bebop_003_.png,drone_far
drone_far\0_5.5837019624098065m_Membo_2_016-membo_002_.png,drone_far
drone_far\0_5.593417745180235m_mixed_64-bebop_004_.png,drone_far
drone_far\0_5.6100106340077875m_mixed_18-bebop_003_.png,drone_far
drone_far\0_5.6205580199556895m_mixed_33-bebop_003_.png,drone_far
drone_far\0_5.624656981013714m_B_S2_D1_088-bebop_001_.png,drone_far
drone_far\0_5.627705559401728m_extra_membo_D2_2049.png,drone_far
drone_far\0_5.629458329833694m_B_S2_D1_101-bebop_004_.png,drone_far
drone_far\0_5.644411446316866m_B_S2_D1_125-bebop_003_.png,drone_far
drone_far\0_5.648257459704759m_Membo_0_005-membo_001_.png,drone_far
drone_far\0_5.653969897245839m_mixed_membo_45-membo_000_.png,drone_far
drone_far\0_5.656475196718982m_mixed_membo_31-membo_003_.png,drone_far
drone_far\0_5.663633343314544m_mixed_membo_54-membo_000_.png,drone_far
drone_far\0_5.664143955010883m_mixed_membo_20-membo_004_.png,drone_far
drone_far\0_5.670945400541256m_mixed_membo_4-membo_004_.png,drone_far
drone_far\0_5.68997373864406m_B_S2_D1_093-bebop_002_.png,drone_far
drone_far\0_5.706011120965925m_B_S2_D1_108-bebop_000_.png,drone_far
drone_far\0_5.712006508173963m_mixed_38-bebop_004_.png,drone_far
drone_far\0_5.71610900796216m_Membo_0_000-membo_004_.png,drone_far
drone_far\0_5.727422130630076m_mixed_41-bebop_004_.png,drone_far
drone_far\0_5.728175613556358m_Membo_2_020-membo_004_.png,drone_far
drone_far\0_5.735865147690197m_Membo_1_033-membo_001_.png,drone_far
drone_far\0_5.737038629982104m_B_S2_D1_090-bebop_004_.png,drone_far
drone_far\0_5.747767021269655m_B_S2_D1_075-bebop_004_.png,drone_far
drone_far\0_5.7510646323392205m_mixed_membo_55-membo_002_.png,drone_far
drone_far\0_5.761403687798936m_B_S2_D1_092-bebop_001_.png,drone_far
drone_far\0_5.761646902627697m_mixed_membo_62-membo_004_.png,drone_far
drone_far\0_5.765240114928845m_mixed_membo_9-membo_003_.png,drone_far
drone_far\0_5.7692163911023755m_Membo_2_016-membo_001_.png,drone_far
drone_far\0_5.770005368084126m_mixed_membo_41-membo_004_.png,drone_far
drone_far\0_5.779565800822184m_mixed_membo_14-membo_003_.png,drone_far
drone_far\0_5.783368548442838m_mixed_30-bebop_004_.png,drone_far
drone_far\0_5.790552466540072m_Membo_0_014-membo_002_.png,drone_far
drone_far\0_5.7979919644347335m_B_S2_D1_129-bebop_001_.png,drone_far
drone_far\0_5.803120753532449m_mixed_30-bebop_000_.png,drone_far
drone_far\0_5.809609943108607m_mixed_65-bebop_004_.png,drone_far
drone_far\0_5.813410024345431m_mixed_membo_47-membo_003_.png,drone_far
drone_far\0_5.818726073310026m_B_S2_D1_086-bebop_003_.png,drone_far
drone_far\0_5.826897810650371m_Membo_1_047-membo_001_.png,drone_far
drone_far\0_5.828560376158233m_extra_membo_D2_2042.png,drone_far
drone_far\0_5.8356925416223975m_mixed_48-bebop_002_.png,drone_far
drone_far\0_5.836064704482435m_mixed_membo_6-membo_003_.png,drone_far
drone_far\0_5.844155087028884m_B_S2_D1_117-bebop_003_.png,drone_far
drone_far\0_5.853837199457244m_B_S2_D1_091-bebop_002_.png,drone_far
drone_far\0_5.865629417292942m_B_S2_D1_115-bebop_001_.png,drone_far
drone_far\0_5.86834203661661m_B_S2_D1_088-bebop_000_.png,drone_far
drone_far\0_5.874467706185366m_extra_membo_D2_2010.png,drone_far
drone_far\0_5.877733584645717m_Membo_0_009-membo_003_.png,drone_far
drone_far\0_5.884213784852074m_extra_membo_D2_2054.png,drone_far
drone_far\0_5.893012593203712m_mixed_40-bebop_003_.png,drone_far
drone_far\0_5.894761244814953m_mixed_membo_10-membo_001_.png,drone_far
drone_far\0_5.908334252603838m_mixed_membo_8-membo_001_.png,drone_far
drone_far\0_5.90874372579495m_extra_membo_D2_2051.png,drone_far
drone_far\0_5.912460897688098m_Membo_2_017-membo_003_.png,drone_far
drone_far\0_5.912769478156337m_Membo_1_048-membo_002_.png,drone_far
drone_far\0_5.914568357837695m_extra_membo_D2_2001.png,drone_far
drone_far\0_5.941813793632995m_Membo_0_038-membo_000_.png,drone_far
drone_far\0_5.949256144090451m_B_S2_D1_123-bebop_004_.png,drone_far
drone_far\0_5.952683964009859m_mixed_42-bebop_002_.png,drone_far
drone_far\0_5.953133258221509m_B_S2_D1_116-bebop_000_.png,drone_far
drone_far\0_5.97440548003065m_extra_membo_D2_2035.png,drone_far
drone_far\0_5.982839253481468m_B_S2_D1_067-bebop_001_.png,drone_far
drone_far\0_5.985065531461587m_mixed_29-bebop_004_.png,drone_far
drone_far\0_5.989072808533821m_mixed_membo_27-membo_001_.png,drone_far
drone_far\0_5.994040425513446m_B_S2_D1_129-bebop_003_.png,drone_far
drone_far\0_6.017527862789575m_mixed_membo_0-membo_004_.png,drone_far
drone_far\0_6.017857049846763m_Membo_1_044-membo_002_.png,drone_far
drone_far\0_6.03127116752456m_Membo_1_032-membo_001_.png,drone_far
drone_far\0_6.032476686196467m_B_S2_D1_074-bebop_004_.png,drone_far
drone_far\0_6.034130496649869m_B_S2_D1_128-bebop_002_.png,drone_far
drone_far\0_6.034131576702327m_B_S2_D1_104-bebop_000_.png,drone_far
drone_far\0_6.036684351558649m_extra_membo_D2_2015.png,drone_far
drone_far\0_6.04349475580287m_mixed_membo_33-membo_001_.png,drone_far
drone_far\0_6.044509729588011m_mixed_59-bebop_000_.png,drone_far
drone_far\0_6.069244571186763m_mixed_3-bebop_001_.png,drone_far
drone_far\0_6.072253258915385m_mixed_28-bebop_001_.png,drone_far
drone_far\0_6.077271347773118m_mixed_membo_45-membo_004_.png,drone_far
drone_far\0_6.082905131690367m_mixed_10-bebop_001_.png,drone_far
drone_far\0_6.084776255697073m_mixed_membo_45-membo_001_.png,drone_far
drone_far\0_6.086512871276028m_mixed_35-bebop_000_.png,drone_far
drone_far\0_6.092161994155232m_Membo_2_013-membo_002_.png,drone_far
drone_far\0_6.094281426272974m_Membo_0_003-membo_002_.png,drone_far
drone_far\0_6.108754807297558m_B_S2_D1_130-bebop_001_.png,drone_far
drone_far\0_6.1093941759158925m_mixed_51-bebop_002_.png,drone_far
drone_far\0_6.112941119734325m_mixed_54-bebop_003_.png,drone_far
drone_far\0_6.116366899046318m_mixed_membo_49-membo_000_.png,drone_far
drone_far\0_6.119314953208237m_Membo_0_012-membo_003_.png,drone_far
drone_far\0_6.12250185690848m_B_S2_D1_080-bebop_002_.png,drone_far
drone_far\0_6.127523955075151m_mixed_56-bebop_000_.png,drone_far
drone_far\0_6.128542102035328m_mixed_membo_5-membo_004_.png,drone_far
drone_far\0_6.130372817672773m_mixed_46-bebop_001_.png,drone_far
drone_far\0_6.135339647330165m_B_S2_D1_099-bebop_002_.png,drone_far
drone_far\0_6.136806112827437m_Membo_1_030-membo_003_.png,drone_far
drone_far\0_6.144772236771832m_B_S2_D1_089-bebop_000_.png,drone_far
drone_far\0_6.15670579775942m_mixed_17-bebop_001_.png,drone_far
drone_far\0_6.160000308208484m_B_S2_D1_080-bebop_000_.png,drone_far
drone_far\0_6.1753328538790635m_Membo_0_003-membo_000_.png,drone_far
drone_far\0_6.176138186712831m_B_S2_D1_085-bebop_002_.png,drone_far
drone_far\0_6.184914448619416m_mixed_27-bebop_003_.png,drone_far
drone_far\0_6.205775757949666m_Membo_0_003-membo_001_.png,drone_far
drone_far\0_6.211924416468961m_Membo_0_040-membo_004_.png,drone_far
drone_far\0_6.220087720204708m_B_S2_D1_080-bebop_003_.png,drone_far
drone_far\0_6.221749911335087m_B_S2_D1_097-bebop_001_.png,drone_far
drone_far\0_6.222094981471493m_B_S2_D1_103-bebop_000_.png,drone_far
drone_far\0_6.227500449187039m_B_S2_D1_078-bebop_001_.png,drone_far
drone_far\0_6.228181662154559m_mixed_64-bebop_001_.png,drone_far
drone_far\0_6.229420330651455m_B_S2_D1_087-bebop_000_.png,drone_far
drone_far\0_6.2309715621625m_mixed_membo_7-membo_004_.png,drone_far
drone_far\0_6.231717932820008m_Membo_1_033-membo_004_.png,drone_far
drone_far\0_6.234796361694342m_mixed_45-bebop_004_.png,drone_far
drone_far\0_6.240004777179398m_Membo_1_048-membo_003_.png,drone_far
drone_far\0_6.24501778083852m_mixed_membo_54-membo_001_.png,drone_far
drone_far\0_6.2598469735396325m_mixed_membo_30-membo_002_.png,drone_far
drone_far\0_6.261877775192337m_mixed_54-bebop_000_.png,drone_far
drone_far\0_6.263227756196912m_mixed_27-bebop_001_.png,drone_far
drone_far\0_6.279355247612844m_extra_membo_D2_2052.png,drone_far
drone_far\0_6.284025936383426m_B_S2_D1_114-bebop_001_.png,drone_far
drone_far\0_6.284038933448238m_mixed_membo_28-membo_000_.png,drone_far
drone_far\0_6.285116524766097m_B_S2_D1_097-bebop_000_.png,drone_far
drone_far\0_6.291503123642153m_Membo_1_043-membo_003_.png,drone_far
drone_far\0_6.298452108415283m_Membo_1_030-membo_002_.png,drone_far
drone_far\0_6.311468462132236m_mixed_17-bebop_004_.png,drone_far
drone_far\0_6.334734496840297m_B_S2_D1_075-bebop_003_.png,drone_far
drone_far\0_6.3355575788765215m_mixed_membo_17-membo_004_.png,drone_far
drone_far\0_6.348353813106171m_B_S2_D1_075-bebop_002_.png,drone_far
drone_far\0_6.351932585053056m_Membo_1_041-membo_004_.png,drone_far
drone_far\0_6.3592158993696m_B_S2_D1_096-bebop_003_.png,drone_far
drone_far\0_6.369320379051561m_Membo_2_011-membo_001_.png,drone_far
drone_far\0_6.369455955489079m_B_S2_D1_067-bebop_003_.png,drone_far
drone_far\0_6.408605712171465m_extra_membo_D2_2031.png,drone_far
drone_far\0_6.426967827939398m_mixed_62-bebop_002_.png,drone_far
drone_far\0_6.437684047550352m_Membo_0_002-membo_004_.png,drone_far
drone_far\0_6.441253505255606m_Membo_0_017-membo_001_.png,drone_far
drone_far\0_6.444711685612075m_Membo_1_032-membo_002_.png,drone_far
drone_far\0_6.44861896458761m_B_S2_D1_101-bebop_001_.png,drone_far
drone_far\0_6.452207232120486m_Membo_0_010-membo_000_.png,drone_far
drone_far\0_6.45870702934208m_extra_membo_D2_2007.png,drone_far
drone_far\0_6.46015690063108m_mixed_membo_8-membo_003_.png,drone_far
drone_far\0_6.476964825624504m_Membo_0_009-membo_004_.png,drone_far
drone_far\0_6.478051924753023m_B_S2_D1_103-bebop_004_.png,drone_far
drone_far\0_6.481017267652725m_B_S2_D1_095-bebop_001_.png,drone_far
drone_far\0_6.48658070719143m_B_S2_D1_104-bebop_004_.png,drone_far
drone_far\0_6.487269297309798m_Membo_0_038-membo_002_.png,drone_far
drone_far\0_6.4888193025775625m_mixed_40-bebop_004_.png,drone_far
drone_far\0_6.48961020534953m_mixed_membo_10-membo_004_.png,drone_far
drone_far\0_6.494102598583767m_Membo_0_000-membo_001_.png,drone_far
drone_far\0_6.496379761009987m_mixed_membo_7-membo_001_.png,drone_far
drone_far\0_6.496428649673985m_mixed_membo_62-membo_000_.png,drone_far
drone_far\0_6.516497506831449m_Membo_2_013-membo_004_.png,drone_far
